name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at
Tennis Center Bottle filling station,4860500797477902307,drinking_water,1,1,0,0,37.770220300000005,-122.45937143,,San Francisco,CA,,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.459371443 37.770220251),7,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Restrooms,1702410236468952087,restroom,0,0,0,0,37.73620116438634,-122.4782232264926,2899 19th Ave,San Francisco,CA,94132,Sigmund Stern Recreation Grove,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.478223226 37.736201164),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Drinking fountain,3662805894291951075,drinking_water,1,0,0,0,37.76005676966667,-122.50964406357181,,San Francisco,CA,,Lower Great Highway,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.509644064 37.76005677),4,Sunset/Parkside,2025/02/18 12:57:18 PM,2025/03/01 09:05:55 AM
Mechanics Plaza at Battery/Market,4010859251661602629,drinking_water,0,1,0,0,37.79129,-122.399052,456 Market St,San Francisco,CA,94104,,publicly_accessible,,,Daily,,puc,POINT (-122.399052 37.79129),3,Financial District/South Beach,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
Crocker Amazon Playground - Drinking Fountain/Cooler,1867864060672035884,drinking_water,1,1,0,0,37.713791050000005,-122.42993905,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.42993906 37.713790993),11,Excelsior,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
GGP 5 Dog Play Area Drinking Fountain,8699271607945034092,drinking_water,1,1,0,0,37.770941179999994,-122.4990186,,San Francisco,CA,,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499018608 37.770941124),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Tenderloin Pit Stop - Taylor and Turk streets,7460298997726487520,restroom,0,0,0,0,37.7832058,-122.4108252,Taylor and Turk streets,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4108252 37.7832058),5,Tenderloin,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Willie Woo Woo Wong Clubhouse,833784527962744172,restroom,0,0,0,0,37.79362870986695,-122.40704782153728,850 Sacramento St,San Francisco,CA,94108,Willie Woo Woo Wong Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.407047822 37.79362871),3,Chinatown,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Jose Coronado Playground - Drinking Fountain/Cooler,7760444378261616515,drinking_water,1,0,0,0,37.75767698999999,-122.41509849,2498 Folsom St,San Francisco,CA,94110,Jose Coronado Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415098501 37.757676934),9,Mission,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Louis Sutter Playground - Drinking Fountain,4485946366151460896,drinking_water,1,1,0,0,37.72247859,-122.41423995,599 Yale St,San Francisco,CA,94134,Louis Sutter Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.414239954 37.722478535),9,McLaren Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Restrooms,320724989229576998,restroom,0,0,0,0,37.73959648188863,-122.47617042952423,2695 19th Ave,San Francisco,CA,94116,Carl Larsen Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.47617043 37.739596482),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Richmond Rec Center,6492148637033534034,restroom,0,0,0,0,37.78340553001032,-122.47809345349741,251 18th Ave,San Francisco,CA,94121,Richmond Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.478093453 37.78340553),1,Outer Richmond,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
Pier 7,8096256367090940691,drinking_water,1,1,0,0,37.79897,-122.39703,Pier 7 on the Embarcadero,San Francisco,CA,94105,,publicly_accessible,,,Daily,Next to decaux toilet,port,POINT (-122.39703 37.79897),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
West Sunset Playground - Drinking Fountain/Cooler,6764740627358824885,drinking_water,1,0,0,0,37.75081965,-122.49832207,3223 Ortega St,San Francisco,CA,94116,West Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.49832208 37.750819597),4,Sunset/Parkside,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Palace of Fine Arts - Drinking Fountain/Cooler,8888903453669224957,drinking_water,1,0,0,0,37.80168741,-122.44791246,3601 Lyon St,San Francisco,CA,94123,Palace of Fine Arts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447912465 37.801687354),2,Marina,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Noe Valley Courts - Drinking Fountain/Cooler,7353953180170706382,drinking_water,1,0,0,0,37.75145679,-122.43894593,780 Douglass St,San Francisco,CA,94114,Noe Valley Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438945938 37.751456734),8,Noe Valley,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Bayview Pit Stop - Mendell Plaza,7277902948722723318,restroom,0,0,0,0,37.7340389,-122.3908134,Mendell Plaza,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.3908134 37.7340389),10,Bayview Hunters Point,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Ferry Buiding #2,5810037219590600417,restroom,0,0,0,0,37.79542,-122.39363,1 Ferry Building,San Francisco,CA,94111,,limited_access,07:00:00,22:00:00,Daily,On each end of the building,port,POINT (-122.39363 37.79542),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Pier 14,760719995364998060,drinking_water,1,1,0,0,37.793789,-122.392106,Embarcadero and Broadway,San Francisco,CA,94105,,publicly_accessible,,,Daily,On sidewalk,port,POINT (-122.392106 37.793789),6,Financial District/South Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Argonne Playground - Drinking Fountain/Cooler,5656170251697479208,drinking_water,1,0,0,0,37.779580769999995,-122.47777182,455 18th Ave,San Francisco,CA,94121,Argonne Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477771833 37.779580721),1,Outer Richmond,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Crane Cove Park,3854442721173284396,out_of_service,0,0,0,0,37.76302,-122.38734,701 Illinois St,San Francisco,CA,94107,,limited_access,,,Daily,,port,POINT (-122.38734 37.76302),10,Potrero Hill,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Drinking Fountain/Cooler,2906746747408755699,drinking_water,1,1,0,0,37.74195626,-122.46517038,,San Francisco,CA,,West Portal Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.46517039 37.741956211),7,West of Twin Peaks,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Ocean View Branch Library,1426602887386233589,drinking_water,1,0,0,0,37.71413776700007,-122.46597082599999,345 Randolph St,San Francisco,CA,94132,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.465970826 37.714137767),11,Oceanview/Merced/Ingleside,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Collis P. Huntington Park - Drinking Fountain/Cooler,186250953213713241,drinking_water,1,0,0,0,37.792078270000005,-122.41238226,1000 Taylor St,San Francisco,CA,94108,Collis P. Huntington Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412382269 37.792078223),3,Nob Hill,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Silver Tree Clubhouse,2487482746458383229,restroom,0,0,0,0,37.74066815988966,-122.44236800766512,70 Elk St,San Francisco,CA,94131,Glen Canyon Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.442368008 37.74066816),8,Glen Park,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Helen Wills Clubhouse,2185961860176799854,restroom,0,0,0,0,37.79573314221017,-122.42054753311785,1401 Broadway,San Francisco,CA,94109,Helen Wills PG,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420547533 37.795733142),3,Russian Hill,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Drinking Fountain,6267855007928022137,drinking_water,1,1,0,0,37.7381107,-122.38409678000001,,San Francisco,CA,,Youngblood-Coleman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.384096787 37.73811065),10,Bayview Hunters Point,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
McKinley Square - Drinking Fountain/Cooler,4129870739143454943,drinking_water,1,0,0,0,37.75910877,-122.40447578,2311 20th St,San Francisco,CA,94107,McKinley Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.404475785 37.759108722),10,Potrero Hill,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Noe Valley Courts - Drinking Fountain/Cooler,3686054069719958044,drinking_water,1,0,0,1,37.75145352,-122.43894560000001,780 Douglass St,San Francisco,CA,94114,Noe Valley Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43894561 37.751453464),8,Noe Valley,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Drinking fountain,3254176868685514550,drinking_water,1,0,0,0,37.74160522659025,-122.50724371148618,,San Francisco,CA,,Lower Great Highway,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507243711 37.741605227),4,Sunset/Parkside,2025/02/18 01:36:21 PM,2025/03/01 09:05:55 AM
Kezar Turf Drinking fountain,9065994624858625759,drinking_water,1,0,0,0,37.76752894,-122.45629948,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.456299492 37.767528892),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
West Portal Playground - Drinking Fountain/Cooler,5827982610537190352,drinking_water,1,0,0,0,37.741738760000004,-122.46518013000001,131 Lenox Way,San Francisco,CA,94127,West Portal Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.465180141 37.74173871),7,West of Twin Peaks,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
In Chan Kaajal Park - Drinking Fountain/Cooler,7563868324743124979,drinking_water,1,1,0,0,37.76379718,-122.41555593999999,2080 Folsom St,San Francisco,CA,94110,In Chan Kaajal Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415555951 37.763797128),9,Mission,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Alice Chalmers Playground - Drinking Fountain,4622176902832824933,drinking_water,1,0,0,0,37.709755969999996,-122.44678565000001,670 Brunswick St,San Francisco,CA,94112,Alice Chalmers Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.446785654 37.709755918),11,Excelsior,2024/12/12 03:10:13 PM,2025/03/01 09:05:55 AM
Alamo Square - Drinking Fountain/Cooler,7862019912939293880,drinking_water,1,1,0,0,37.77571849,-122.43461824,1081 Fulton St,San Francisco,CA,94117,Alamo Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434618252 37.77571844),5,Hayes Valley,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
St Mary's Rec Center,3427043505677543567,restroom,0,0,0,0,37.734068492410614,-122.42170662551818,95 Justin Dr,San Francisco,CA,94110,St. Mary's Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.421706626 37.734068492),9,Bernal Heights,2024/09/05 02:26:25 PM,2025/03/01 09:05:55 AM
Kezar Turf Drinking fountain,799043886554953021,drinking_water,1,0,0,0,37.76750663,-122.45566955000001,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455669562 37.767506578),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
"Mid-Market Pit Stop - Market Street, between Hyde and 7th streets",5961780263829161949,restroom,0,0,0,0,37.7797652,-122.4136255,"Market Street, between Hyde and 7th streets",San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4136255 37.7797652),5,Tenderloin,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,8339516961627853963,drinking_water,1,1,0,0,37.77082798,-122.50299987,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.502999879 37.770827933),1,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Excelsior Playground - Drinking Fountain/Cooler,269054845253547416,drinking_water,1,1,0,0,37.720084209999996,-122.43381224000001,579 Madrid St,San Francisco,CA,94112,Excelsior Playground,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.43381225 37.720084158),11,Excelsior,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Restrooms,7629794751538283355,restroom,0,0,0,0,37.79171974893089,-122.40509211818922,633 California St,San Francisco,CA,94108,St. Mary's Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405092118 37.791719749),3,Financial District/South Beach,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Stanyan Kiosk,7899757755738897929,restroom,0,0,0,0,37.769905471421275,-122.45428183846612,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.454281838 37.769905471),5,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Pioneer Park Restroom,598341934004717538,restroom,0,0,0,0,37.80259938123957,-122.40605250572062,1 Telegraph Hill Blvd,San Francisco,CA,94133,Telegraph Hill - Pioneer Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406052506 37.802599381),3,North Beach,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Exposition Space,8854434094038501850,restroom,0,0,0,0,37.80215891886645,-122.448793308729,3601 Lyon St,San Francisco,CA,94123,Palace of Fine Arts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.448793309 37.802158919),2,Marina,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Drinking Fountain,2610894573734021166,drinking_water,1,0,0,0,37.77212148,-122.44773409,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447734095 37.772121425),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Mission Rec Center,7286495612961491893,restroom,0,0,0,0,37.758220490065916,-122.4127976783385,2450 Harrison St,San Francisco,CA,94110,Mission Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412797678 37.75822049),9,Mission,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
Drinking Fountain,4210387750721334992,drinking_water,1,0,0,0,37.76807818,-122.45792483,,San Francisco,CA,,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.45792484 37.768078131),7,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Chowder Hut,1529365743775458966,restroom,0,0,0,0,37.8087256,-122.4155803,2890 Taylor St,San Francisco,CA,94133,,publicly_accessible,08:00:00,20:00:00,Daily,,port,POINT (-122.4155803 37.8087256),3,North Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Joe DiMaggio Clubhouse/Pool,3522461969507678659,restroom,0,0,0,0,37.802780865258775,-122.41222087359928,651 Lombard Street,San Francisco,CA,94133,Joe DiMaggio Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412220874 37.802780865),3,North Beach,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
McLaren Bike Restroom,1992537512030673501,restroom,0,0,0,0,37.71413459070176,-122.42329114112185,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.423291141 37.714134591),10,McLaren Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Francisco Path Drinking Fountain,2300123082387260656,drinking_water,1,0,0,0,37.803614810000006,-122.42127041,,San Francisco,CA,,Francisco Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.42127042 37.803614755),2,Russian Hill,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Beach Chalet Soccer Fields Maintenance Building,3608940722084040331,restroom,0,0,0,0,37.76689068128529,-122.50766568323402,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507665683 37.766890681),4,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Mission Bay Library,8224817024566265679,drinking_water,1,0,0,0,37.775369728000044,-122.39309738399999,960 04th St,San Francisco,CA,94158,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:11:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.393097384 37.775369728),6,Mission Bay,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Stanyan Edge Courtyard Drinking Fountain,3522301267325413526,drinking_water,1,0,0,0,37.76998547,-122.45421166,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.454211669 37.76998542),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Golden Gate Valley Branch Library,6026358941900616187,drinking_water,1,0,0,0,37.796788830000025,-122.429023471,1801 Green St,San Francisco,CA,94123,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:12:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.429023471 37.79678883),2,Marina,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Excelsior Branch Library,1134166097749066913,drinking_water,1,0,0,0,37.72713052100005,-122.43331540999998,4400 Mission St,San Francisco,CA,94112,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.43331541 37.727130521),11,Outer Mission,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Crocker Amazon Playground - Drinking Fountain/Cooler,8984256812290899820,drinking_water,1,1,0,0,37.71272269,-122.42731924,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427319247 37.712722638),11,Excelsior,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Mission Pit Stop - 16th and Mission streets (JCDecaux),1226175465277442641,restroom,0,0,0,0,37.7649465,-122.4200173,16th and Mission streets (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4200173 37.7649465),9,Mission,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Garfield Pool,1317162167191443388,restroom,0,0,0,0,37.74997657488508,-122.41197072408411,3100 26th St,San Francisco,CA,94110,Garfield Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411970724 37.749976575),9,Mission,2024/08/20 06:25:03 PM,2025/03/01 09:05:55 AM
George Christopher Playground - Drinking Fountain/Cooler,4729792874879832224,drinking_water,1,0,0,0,37.74424931,-122.44036073999999,5210 Diamond Heights Blvd,San Francisco,CA,94131,George Christopher Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440360749 37.744249255),8,Glen Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Richmond Playground Clubhouse,6357395550513127096,restroom,0,0,0,0,37.78532679622686,-122.47796162062481,149 18th Ave,San Francisco,CA,94121,Richmond Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477961621 37.785326796),1,Outer Richmond,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Mission Pit Stop - 24th and Mission (JCDecaux),428360424932887128,restroom,0,0,0,0,37.7521752,-122.4185771,24th and Mission (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4185771 37.7521752),9,Mission,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,5634100326179697879,drinking_water,1,1,0,0,37.76453537,-122.50499564,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.504995646 37.764535322),4,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Telegraph Hill - Pioneer Park - Drinking Fountain/Cooler,2755329227337768798,drinking_water,1,0,0,0,37.80227028,-122.40594449,1 Telegraph Hill Blvd,San Francisco,CA,94133,Telegraph Hill - Pioneer Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405944498 37.802270225),3,North Beach,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Noe Valley Branch Library,5439257887640776803,drinking_water,1,0,0,0,37.75022804200006,-122.43509024199994,451 Jersey St,San Francisco,CA,94114,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:12:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.435090242 37.750228042),8,Noe Valley,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Kimball Path Drinking Fountain,3038945258019670538,drinking_water,1,0,0,0,37.783709050000006,-122.4354035,,San Francisco,CA,,Raymond Kimball Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.435403513 37.783708999),5,Western Addition,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Drinking Fountain,3335364782281558438,drinking_water,1,1,0,0,37.713925100000004,-122.41632703,,San Francisco,CA,,Herz Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416327035 37.713925052),10,McLaren Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Camp Mather - Drinking fountain,2616757637662769392,drinking_water,1,0,0,0,37.880923349999996,-119.85138187,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.851381878 37.8809233),,,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Beach Chalet Soccer Fields Restrooms,4047199765492045528,restroom,0,0,0,0,37.767267840268474,-122.50798559173633,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507985592 37.76726784),4,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Conservatory Restrooms,1863141825000065385,restroom,0,0,0,0,37.77260711019376,-122.46078915491172,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 3,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.460789155 37.77260711),1,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Eureka Valley Rec Center - Drinking Fountain/Cooler,1867991016691673483,drinking_water,1,0,0,0,37.75991581,-122.4362927,100 Collingwood St,San Francisco,CA,94114,Eureka Valley Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.436292709 37.759915763),8,Castro/Upper Market,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
SoMa Pit Stop - Victoria Manalo Draves Park (Rec Park),3769861877417491906,restroom,0,0,0,0,37.7767602,-122.4060242,Victoria Manalo Draves Park (Rec Park),San Francisco,CA,,Victoria Manalo Draves Park,limited_access,,,,,pit_stop,POINT (-122.4060242 37.7767602),6,South of Market,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
North Restrooms,4713862042748605556,restroom,0,0,0,0,37.76888801773871,-122.47084604293474,,San Francisco,CA,94122,Golden Gate Park - Section 3,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470846043 37.768888018),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Garfield Square Clubhouse,2120452437850770345,restroom,0,0,0,0,37.749905738380605,-122.41234394466201,3100 26th St,San Francisco,CA,94110,Garfield Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412343945 37.749905738),9,Mission,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Bowling Green Clubhouse,3966811820932894444,restroom,0,0,0,0,37.76854971802402,-122.45898101337505,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458981013 37.768549718),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Portsmouth Square - Drinking Fountain/Cooler,4984182183816938138,drinking_water,1,0,0,0,37.795084530000004,-122.40538465,745 Kearny St,San Francisco,CA,94108,Portsmouth Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.40538466 37.795084477),3,Chinatown,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Alamo Square - Alamo Path Drinking Fountain,8002383730389010013,drinking_water,1,1,0,0,37.7766746,-122.433905,1081 Fulton St,San Francisco,CA,94117,Alamo Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.433905006 37.776674548),5,Hayes Valley,2025/02/21 01:24:43 PM,2025/03/01 09:05:55 AM
Ingleside Branch,4343473954297379462,drinking_water,1,0,0,0,37.72405708700006,-122.45626482999995,1298 Ocean Ave,San Francisco,CA,94112,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:10:00-20:00"",""Thursday:12:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.45626483 37.724057087),7,West of Twin Peaks,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Potrero Rec Path Drinking Fountain,5350223104802396812,drinking_water,1,0,0,0,37.75633921,-122.39705544,,San Francisco,CA,,Potrero Hill Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.397055444 37.756339159),10,Potrero Hill,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
