name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at
Merced Heights Playground - Drinking Fountain/Cooler,2599167559774870578,drinking_water,1,0,0,0,37.71767026,-122.47010350000001,801 Shields St,San Francisco,CA,94132,Merced Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470103507 37.717670212),11,Oceanview/Merced/Ingleside,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Youngblood Coleman Restrooms,19246328287066793,restroom,0,0,0,0,37.73921045423949,-122.38573118327052,1398 Hudson Ave,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.385731183 37.739210454),10,Bayview Hunters Point,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
"Little Embarcadero, J C Decaux",2190890175057459878,restroom,0,0,0,0,37.808738,-122.412697,The Embarcadero,San Francisco,CA,94133,,publicly_accessible,,,Daily,J C Decaux,port,POINT (-122.412697 37.808738),3,North Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Restrooms,9096184556236417838,restroom,0,0,0,0,37.751489051685674,-122.43921687699716,780 Douglass St,San Francisco,CA,94114,Noe Valley Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.439216877 37.751489052),8,Noe Valley,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Christopher Clubhouse,2811668174124739375,restroom,0,0,0,0,37.74402066778578,-122.44026812980984,5210 Diamond Heights Blvd,San Francisco,CA,94131,George Christopher Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44026813 37.744020668),8,Glen Park,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Restroom,4161973934314613702,restroom,0,0,0,0,37.78422005104755,-122.50182639926257,100 34th Ave,San Francisco,CA,94121,Lincoln Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.501826399 37.784220051),1,Lincoln Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,3665247128755086469,drinking_water,1,0,0,0,37.76633375,-122.45492152,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.454921529 37.766333702),5,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Douglass Clubhouse,3198698486750945158,restroom,0,0,0,0,37.747814884292936,-122.4384316905048,1098 Douglass St,San Francisco,CA,94131,Douglass Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438431691 37.747814884),8,Noe Valley,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Tennis Center Bottle filling station,1763700038536299144,drinking_water,1,1,0,0,37.77057774,-122.45868065,,San Francisco,CA,,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458680654 37.770577685),7,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
South Sunset Playground - Drinking Fountain/Cooler,1391506963519494259,drinking_water,1,1,0,0,37.73800244,-122.4983337,2601 40th Ave,San Francisco,CA,94116,South Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498333705 37.738002386),4,Sunset/Parkside,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Pine Lake Dog Play Area Drinking Fountain,8319170725055303474,drinking_water,1,0,0,0,37.73679298,-122.48263592,,San Francisco,CA,,Pine Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.482635932 37.736792924),4,Sunset/Parkside,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Palega Playground - Drinking Fountain/Cooler,5191082697044474360,drinking_water,1,0,0,0,37.728907080000006,-122.40968716,500 Felton St,San Francisco,CA,94134,Palega Playground,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.40968717 37.728907033),9,Portola,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Cabrillo Playground - Drinking Fountain/Cooler,9115975056274292658,drinking_water,1,0,0,0,37.77297409,-122.49900826999999,851 38th Ave,San Francisco,CA,94121,Cabrillo Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499008277 37.772974039),1,Outer Richmond,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Pine Lake Park Clubhouse,2223355946498313310,restroom,0,0,0,0,37.735993787219805,-122.48720705541815,200 Crestlake Dr,San Francisco,CA,94132,Pine Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.487207055 37.735993787),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Tennis Center,2379230863305544113,restroom,0,0,0,0,37.77005238059479,-122.45956331931362,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.459563319 37.770052381),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Hellman Hollow Restrooms,1104549236511730505,restroom,0,0,0,0,37.76953433640059,-122.48470857635463,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.484708576 37.769534336),4,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Trocadero Clubhouse,1272777018282717854,restroom,0,0,0,0,37.73617234504192,-122.4779173153289,2899 19th Ave,San Francisco,CA,94132,Sigmund Stern Recreation Grove,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477917315 37.736172345),4,Sunset/Parkside,2024/08/13 05:11:19 PM,2025/03/01 09:05:55 AM
Bandstand Public Restrooms,6733522781301890668,restroom,0,0,0,0,37.76980758446106,-122.46865066589551,,San Francisco,CA,94118,Golden Gate Park - Section 2,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468650666 37.769807584),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Lower Great Highway Judah Restrooms,472633773455991733,restroom,0,0,0,0,37.760245264681615,-122.50956649424046,,San Francisco,CA,94132,Lower Great Highway,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.509566494 37.760245265),4,Sunset/Parkside,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
North Beach Branch Library,7646533082011852694,drinking_water,1,0,0,0,37.80253081500007,-122.41313485899997,850 Columbus Ave,San Francisco,CA,94133,Joe DiMaggio Playground,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.413134859 37.802530815),3,North Beach,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Senior Center,4787786767222939973,restroom,0,0,0,0,37.772263616096396,-122.49713282663765,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.497132827 37.772263616),1,Outer Richmond,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Bike Park Bottle Filling station,2473605560043874638,drinking_water,1,1,0,0,37.714021869999996,-122.42315071,,San Francisco,CA,,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.423150721 37.714021818),10,McLaren Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Model Yacht Clubhouse,6056527472595272594,restroom,0,0,0,0,37.77020104717313,-122.4955921142364,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.495592114 37.770201047),1,Golden Gate Park,2024/09/04 01:18:59 PM,2025/03/01 09:05:55 AM
Visitacion Valley Clubhouse,8478441797534942604,restroom,0,0,0,0,37.71274482391884,-122.40868229341584,251 Leland Ave,San Francisco,CA,94134,Yik Oi Huang Peace & Friendship Park Picnic Area,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.408682293 37.712744824),10,Visitacion Valley,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Junipero Serra Clubhouse,639104613465753824,restroom,0,0,0,0,37.72509664467659,-122.4740986263154,300 Stonecrest Dr,San Francisco,CA,94132,Junipero Serra Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.474098626 37.725096645),7,West of Twin Peaks,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Argonne Clubhouse,5166102027712093118,restroom,0,0,0,0,37.779601550461045,-122.47777275744839,455 18th Ave,San Francisco,CA,94121,Argonne Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477772757 37.77960155),1,Outer Richmond,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Margaret S.Hayward Playground - Drinking Fountain/Cooler,3801181406155987241,drinking_water,1,0,0,0,37.78078552,-122.42681555,1016 Laguna St,San Francisco,CA,94102,Margaret S.Hayward PG,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.426815562 37.780785467),5,Western Addition,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Big Rec Restroom,5469953919666759262,restroom,0,0,0,0,37.76851881812115,-122.46559954560792,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.465599546 37.768518818),7,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Minnie and Lovie Children's Play Area Drinking Fountain,7068182829816722451,drinking_water,1,0,0,0,37.71638274,-122.45820801,,San Francisco,CA,,Minnie and Lovie Rec Center,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.458208022 37.716382687),11,Oceanview/Merced/Ingleside,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Minnie and Lovie Path,5647375595331832828,drinking_water,1,0,0,0,37.71503456000001,-122.45754731999999,,San Francisco,CA,,Minnie and Lovie Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457547327 37.715034507),11,Oceanview/Merced/Ingleside,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Mothers Meadow Drinking fountain,6677586241877824613,drinking_water,1,1,0,0,37.76634792,-122.47663375,,San Francisco,CA,,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.476633761 37.766347866),7,Golden Gate Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Tenderloin Pit Stop - 388 Ellis St.,3030523878267059460,restroom,0,0,0,0,37.7850978,-122.4125547,388 Ellis St.,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4125547 37.7850978),5,Tenderloin,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Rose Garden Bathroom,1943296452659879033,restroom,0,0,0,0,37.7715225693754,-122.47202101043585,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.47202101 37.771522569),1,Golden Gate Park,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Margaret S.Hayward Playground - Drinking Fountain/Cooler,4100181385703833687,drinking_water,1,0,0,0,37.781263429999996,-122.4251937,1016 Laguna St,San Francisco,CA,94102,Margaret S.Hayward PG,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.425193707 37.781263381),5,Western Addition,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
China Basin Park Water Fountain #2,4702083147431539233,drinking_water,1,1,0,0,37.776332,-122.388487,1 China Basin Park,San Francisco,CA,94107,,publicly_accessible,,,Daily,By bathroom,port,POINT (-122.388487 37.776332),6,Mission Bay,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Restrooms,3716887207824175655,restroom,0,0,0,0,37.72556145806361,-122.39303328506477,5701 3rd St,San Francisco,CA,94124,Bayview K.C. Jones Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393033285 37.725561458),10,Bayview Hunters Point,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Ortega Branch Library,1845787657090241694,drinking_water,1,0,0,0,37.75122405800005,-122.49810319699998,3223 Ortega St,San Francisco,CA,94122,West Sunset Playground,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:12:00-20:00"",""Thursday:11:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.498103197 37.751224058),4,Sunset/Parkside,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Mountain Lake Park - Drinking Fountain/Cooler,2181519328811148190,drinking_water,1,0,0,0,37.7869717,-122.46793153,1 11th Ave,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.467931543 37.786971652),1,Inner Richmond,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Washington Square - Drinking Fountain/Cooler,2932039806164345859,drinking_water,1,1,0,0,37.80103021,-122.41062973,600 Columbus Ave,San Francisco,CA,94133,Washington Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410629743 37.801030161),3,North Beach,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Douglass Dog Play Area Drinking Fountain,207857814651967646,drinking_water,1,0,0,0,37.74695644,-122.43891311,,San Francisco,CA,,Douglass Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438913123 37.746956392),8,Noe Valley,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Noe Square Restrooms,4386513455603161526,restroom,0,0,0,0,37.75150426311053,-122.42887877902629,3861 24th St,San Francisco,CA,94114,Noe Valley Town Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.428878779 37.751504263),8,Noe Valley,2024/10/09 03:33:11 PM,2025/03/01 09:05:55 AM
Mission Creek Pavilion,1697454832649394634,restroom,0,0,0,0,37.77313632980181,-122.39368445415782,290 Channel St,San Francisco,CA,94158,Mission Creek Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393684454 37.77313633),6,Mission Bay,2024/08/20 10:36:57 AM,2025/03/01 09:05:55 AM
Cayuga Playground - Drinking Fountain/Cooler,3263474899544163524,drinking_water,1,0,0,0,37.714327090000005,-122.44986995,301 Naglee Ave,San Francisco,CA,94112,Cayuga Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.449869964 37.714327039),11,Outer Mission,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Alice Chalmers Clubhouse,4826729406713278563,restroom,0,0,0,0,37.70950402468936,-122.44706570405378,670 Brunswick St,San Francisco,CA,94112,Alice Chalmers Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447065704 37.709504025),11,Excelsior,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Duboce Park - Drinking Fountain/Cooler,2327016124138374279,drinking_water,1,0,0,0,37.769406169999996,-122.43356965,50 Scott St,San Francisco,CA,94117,Duboce Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.433569661 37.769406116),8,Haight Ashbury,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Betty Ann Ong Rec Center,5531017763005755967,restroom,0,0,0,0,37.79427381465303,-122.41169060223633,1101 Washington St,San Francisco,CA,94108,Betty Ann Ong Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411690602 37.794273815),3,Nob Hill,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
Kimball Path Bottle filling station,529716560955422763,drinking_water,1,1,0,0,37.782865640000004,-122.43452278,,San Francisco,CA,,Raymond Kimball Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434522791 37.782865586),5,Western Addition,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Drinking Fountain/Cooler,5818030437079317619,drinking_water,1,0,0,0,37.712719539999995,-122.40869124000001,,San Francisco,CA,,Yik Oi Huang Peace & Friendship Park Picnic Area,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.408691247 37.712719486),10,Visitacion Valley,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Betty Ann Ong Chinese Rec Center - Drinking Fountain/Cooler,9052984559591546723,drinking_water,1,0,0,0,37.79437397,-122.41185104,1101 Washington St,San Francisco,CA,94108,Betty Ann Ong Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411851051 37.794373922),3,Nob Hill,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
West Portal Clubhouse,1152567663852889285,restroom,0,0,0,0,37.74168341043762,-122.4653079501994,131 Lenox Way,San Francisco,CA,94127,West Portal Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.46530795 37.74168341),7,West of Twin Peaks,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Raymond Kimball Playground - Drinking Fountain/Cooler,1198985592842897228,drinking_water,1,1,0,0,37.78248808,-122.43558809000001,1901 Geary Blvd,San Francisco,CA,94115,Raymond Kimball Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.435588101 37.782488028),5,Western Addition,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Restrooms,1329247805289178642,restroom,0,0,0,0,37.71718343500864,-122.38878587677975,993 Gilman Ave,San Francisco,CA,94124,Gilman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.388785877 37.717183435),10,Bayview Hunters Point,2024/09/05 08:57:17 AM,2025/03/01 09:05:55 AM
J. P. Murphy Clubhouse,5312098977276546560,restroom,0,0,0,0,37.75156403315574,-122.46522255072964,1960 9th Ave,San Francisco,CA,94116,J.P. Murphy Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.465222551 37.751564033),7,Inner Sunset,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Mid-Market Pit Stop - Hallidie Plaza (JCDecaux),3464628251007818350,restroom,0,0,0,0,37.7844142,-122.4077797,Hallidie Plaza (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4077797 37.7844142),3,Tenderloin,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Restrooms,3659454021908060856,restroom,0,0,0,0,37.77608607438947,-122.43432885373569,1081 Fulton St,San Francisco,CA,94117,Alamo Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434328854 37.776086074),5,Hayes Valley,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Tenderloin Rec Center,6002601376018621454,restroom,0,0,0,0,37.78474133539745,-122.41569209429984,570 Ellis St,San Francisco,CA,94109,Tenderloin Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415692094 37.784741335),5,Tenderloin,2024/08/13 05:17:47 PM,2025/03/01 09:05:55 AM
Anna E. Waden Branch Library (Bayview),4747163986582751508,drinking_water,1,0,0,0,37.732484671000066,-122.39108620099995,5075 03rd St,San Francisco,CA,94124,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:55""]",library,POINT (-122.391086201 37.732484671),10,Bayview Hunters Point,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Haight Pit Stop - Buena Vista Avenue East & Haight Street,6328566929400096264,restroom,0,0,0,0,37.7708518,-122.4403874,Buena Vista Avenue East & Haight Street,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4403874 37.7708518),5,Haight Ashbury,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Earl's Organic,8380650283006083838,drinking_water,0,1,1,0,37.744233,-122.398524,2102 Jerrold Ave,San Francisco,CA,94124,,publicly_accessible,,,Daily,,puc,POINT (-122.398524 37.744233),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
Lower Great Highway Taraval Restrooms,271232090700619754,restroom,0,0,0,0,37.741426624578615,-122.50707979596514,,San Francisco,CA,94132,Lower Great Highway,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.507079796 37.741426625),4,Sunset/Parkside,2024/08/21 02:15:01 PM,2025/03/01 09:05:55 AM
Outer Sunset Pit Stop - Judah and La Playa streets (Rec Park),6773564667651549547,restroom,0,0,0,0,37.7603081,-122.5091618,Judah and La Playa streets (Rec Park),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.5091618 37.7603081),4,Sunset/Parkside,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Mariposa Drinking fountain,7617614737577761120,drinking_water,1,0,0,0,37.764739729999995,-122.39131882,,San Francisco,CA,,Mariposa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.391318829 37.764739678),6,Potrero Hill,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Parkside Square - Drinking Fountain/Cooler,2771871483613440808,drinking_water,1,0,0,0,37.737780699999995,-122.48449475,2680 28th Ave,San Francisco,CA,94132,Parkside Square,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.484494758 37.737780643),4,Sunset/Parkside,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
"Pier 7, J C Decaux",8712865930210385388,restroom,0,0,0,0,37.79897,-122.39703,475 The Embarcadero,San Francisco,CA,94105,,publicly_accessible,,,Daily,J C Decaux,port,POINT (-122.39703 37.79897),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
Potrero Hill Rec Center,5068999930283866876,restroom,0,0,0,0,37.75611926407427,-122.39696359457825,801 Arkansas St,San Francisco,CA,94107,Potrero Hill Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.396963595 37.756119264),10,Potrero Hill,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
Drinking Fountain,3110329447527087005,drinking_water,1,0,0,0,37.71360481,-122.43296598,,San Francisco,CA,,Crocker Amazon Playground,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.432965988 37.713604757),11,Excelsior,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Jose Coronado Clubhouse,2650616189117355099,restroom,0,0,0,0,37.75774134081306,-122.41510303771898,2498 Folsom St,San Francisco,CA,94110,Jose Coronado Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415103038 37.757741341),9,Mission,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Herz Playground Clubhouse,7366075405665591286,restroom,0,0,0,0,37.71394326427549,-122.41637790217736,1701 Visitacion Ave,San Francisco,CA,94134,Herz Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416377902 37.713943264),10,McLaren Park,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Sunset Rec Center,5857790688088800410,restroom,0,0,0,0,37.75706028122408,-122.4869080712594,2201 Lawton St,San Francisco,CA,94122,Sunset Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486908071 37.757060281),4,Sunset/Parkside,2024/08/13 05:16:30 PM,2025/03/01 09:05:55 AM
Mission Pit Stop - Julian Avenue & 15th Street,3416910908677214350,restroom,0,0,0,0,37.7665961,-122.4210799,Julian Avenue & 15th Street,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4210799 37.7665961),9,Mission,2025/03/01 09:04:53 AM,2025/03/01 09:05:55 AM
Merced Branch Library,7302849541184780251,drinking_water,1,0,0,0,37.72659366900007,-122.47449376899999,155 Winston Dr,San Francisco,CA,94132,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:53""]",library,POINT (-122.474493769 37.726593669),7,West of Twin Peaks,2025/02/21 01:16:00 PM,2025/03/01 09:05:55 AM
Rochambeau Clubhouse,3542277325770407957,restroom,0,0,0,0,37.78501370787081,-122.4845445288129,250 25th Ave,San Francisco,CA,94121,Rochambeau Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.484544529 37.785013708),1,Outer Richmond,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Marina Green East Restroom,2159070112314827563,restroom,0,0,0,0,37.80648339185096,-122.43453399335982,1 Marina Green Dr,San Francisco,CA,94123,Yacht Harbor and Marina Green,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434533993 37.806483392),2,Marina,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
Douglass Dog Play Area Drinking Fountain,1554883251294046215,drinking_water,1,0,0,0,37.7464289,-122.43829271,,San Francisco,CA,,Douglass Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438292718 37.746428844),8,Noe Valley,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Garfield Children's Play Area Path,3998837800270607760,drinking_water,1,0,0,0,37.76460916,-122.40948568,,San Francisco,CA,,Franklin Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409485685 37.764609108),9,Mission,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Restrooms,349221179640314087,restroom,0,0,0,0,37.803552471257035,-122.42124359250042,2745 Larkin St,San Francisco,CA,94109,Francisco Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.421243593 37.803552471),2,Russian Hill,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
TNDC: Candlestick Block A,8119082390481302510,drinking_water,0,1,1,0,37.719071,-122.393147,1001 Ingerson Ave,San Francisco,CA,94124,,publicly_accessible,,,Daily,,puc,POINT (-122.393147 37.719071),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2025/03/01 09:05:55 AM
Walter Haas Playground - Drinking Fountain/Cooler,7979184012007724705,drinking_water,1,1,0,0,37.7406401,-122.43528427999999,300 Addison St,San Francisco,CA,94131,Walter Haas Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.435284284 37.740640052),8,Glen Park,2024/12/05 09:47:24 PM,2025/03/01 09:05:55 AM
Presidio Heights Clubhouse,4289748452748884379,restroom,0,0,0,0,37.788483152167615,-122.44983022083373,3437 Clay St,San Francisco,CA,94118,Presidio Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.449830221 37.788483152),2,Presidio Heights,2024/08/13 04:58:33 PM,2025/03/01 09:05:55 AM
"SFFD, J C Decaux",4912770129684159724,restroom,0,0,0,0,37.790166,-122.388767,389 The Embarcadero S,San Francisco,CA,94105,,publicly_accessible,,,Daily,J C Decaux,port,POINT (-122.388767 37.790166),6,Financial District/South Beach,2024/10/04 01:51:23 PM,2025/03/01 09:05:55 AM
