resource_type,latitude,longitude,UTM_Easting,UTM_Northing
drinking_water,37.73787943,-122.48463806,545408.1335891973,4176857.840664904
drinking_water,37.77240065,-122.44772931,548637.5539269414,4180706.471855124
restroom,37.7841238,-122.4122697,551752.2753718266,4182026.1782931895
drinking_water,37.71732528,-122.38717889,554010.1861948244,4174629.1335930605
restroom,37.77878684551738,-122.40633918397188,552278.2473755378,4181437.3448433653
restroom,37.76638470261748,-122.476697089109,546090.1257101344,4180024.3414407577
drinking_water,37.71767026,-122.4701035,546701.4606093549,4174622.820701394
restroom,37.73921045423949,-122.38573118327052,554121.8491261229,4177058.0981060606
restroom,37.808738,-122.412697,551697.4929549969,4184756.8799140975
restroom,37.75148905168568,-122.43921687699716,549401.1421647356,4178390.8130129534
restroom,37.74402066778578,-122.44026812980984,549313.4889490376,4177561.65145041
restroom,37.78422005104755,-122.50182639926255,543866.2969655077,4181991.0700794104
drinking_water,37.76633375,-122.45492152,548008.0654431264,4180029.63995873
restroom,37.747814884292936,-122.4384316905048,549472.7583799681,4177983.5837215274
drinking_water,37.77057774,-122.45868065,547674.2508970266,4180498.5837290576
drinking_water,37.73800244,-122.4983337,544201.3405029032,4176864.9332136936
drinking_water,37.73679298,-122.48263592,545585.2079651189,4176738.2740090946
drinking_water,37.728907080000006,-122.40968716,552018.3305668194,4175901.372710454
drinking_water,37.77297409,-122.49900827,544121.1305924522,4180744.6680757436
restroom,37.735993787219805,-122.48720705541815,545182.9259065659,4176647.38886804
restroom,37.77005238059479,-122.45956331931362,547596.8499705812,4180439.846138717
restroom,37.76953433640059,-122.48470857635463,545382.5808437805,4180369.872714459
restroom,37.73617234504192,-122.4779173153289,546001.3535112445,4176671.723882667
restroom,37.76980758446106,-122.46865066589552,546796.6658485752,4180408.101222557
restroom,37.760245264681615,-122.50956649424046,543198.6911836424,4179327.493670806
drinking_water,37.80253081500007,-122.41313485899995,551663.274132728,4184067.9514559507
restroom,37.7722636160964,-122.49713282663764,544286.7212027726,4180666.728114221
drinking_water,37.71402187,-122.42315071,550842.0862566693,4174242.4899334176
restroom,37.77020104717313,-122.4955921142364,544423.6442039858,4180438.619076826
restroom,37.71274482391884,-122.40868229341584,552118.2030080243,4174108.75656471
restroom,37.72509664467659,-122.4740986263154,546344.7277455268,4175444.7785044694
restroom,37.779601550461045,-122.4777727574484,545987.1979910787,4181490.207425069
drinking_water,37.78078552,-122.42681555,550473.7076419332,4181647.8477114597
restroom,37.76851881812115,-122.46559954560792,547066.201024033,4180266.6447480186
drinking_water,37.71638274,-122.45820801,547750.6821344054,4174485.97144099
drinking_water,37.71503456000001,-122.45754732,547809.7786422581,4174336.730668893
drinking_water,37.76634792,-122.47663375,546095.727199249,4180020.2916602227
restroom,37.7850978,-122.4125547,551726.5007556304,4182134.085392787
restroom,37.7715225693754,-122.47202101043584,546498.7588642339,4180596.69622315
drinking_water,37.78126343,-122.4251937,550616.2004623819,4181701.748095378
drinking_water,37.776332,-122.388487,553852.1206687579,4181175.110319528
restroom,37.72556145806361,-122.39303328506476,553488.2889654094,4175539.564169187
drinking_water,37.75122405800005,-122.49810319699998,544213.7839028669,4178331.958523839
drinking_water,37.7869717,-122.46793153,546849.1676637513,4182312.8043342168
drinking_water,37.80103021,-122.41062973,551884.8588943394,4183902.847188077
drinking_water,37.74695644,-122.43891311,549430.9171870431,4177888.086104964
restroom,37.75150426311053,-122.42887877902628,550311.8548633859,4178398.0084973634
restroom,37.77313632980181,-122.39368445415782,553396.7075082801,4180817.5727439397
drinking_water,37.714327090000005,-122.44986995,548486.9000132076,4174262.185128839
restroom,37.70950402468936,-122.44706570405378,548737.2191568913,4173728.5313688386
drinking_water,37.76940617,-122.43356965,549886.5934075902,4180381.694150506
restroom,37.79427381465303,-122.41169060223632,551796.1823121655,4183152.6386670177
drinking_water,37.78286564,-122.43452278,549793.6201601602,4181874.503835099
drinking_water,37.71271954,-122.40869124,552117.4321668824,4174105.9463823037
drinking_water,37.79437397,-122.41185104,551781.9869518252,4183163.661993683
restroom,37.74168341043762,-122.4653079501994,547108.8958169747,4177289.4386507366
drinking_water,37.78248808,-122.43558809,549700.0653638938,4181832.0470947884
restroom,37.71718343500864,-122.38878587677976,553868.6578606532,4174612.4705722975
restroom,37.75156403315574,-122.46522255072964,547110.1561169039,4178385.7220429946
restroom,37.7844142,-122.4077797,552147.4393874047,4182060.8924353635
restroom,37.77608607438947,-122.43432885373568,549815.2462851041,4181122.4192341287
restroom,37.78474133539745,-122.41569209429984,551450.4875260345,4182092.8049579426
drinking_water,37.73248467100007,-122.39108620099996,553654.8797896543,4176308.7986408253
restroom,37.7708518,-122.4403874,549285.1768710723,4180538.4714068463
drinking_water,37.744233,-122.398524,552991.111284934,4177608.023608549
restroom,37.741426624578615,-122.50707979596514,543428.7249070766,4177240.7465320984
restroom,37.7603081,-122.5091618,543234.3013790995,4179334.6520875446
drinking_water,37.76473973,-122.39131882,553611.1068327635,4179887.3290684316
drinking_water,37.7377807,-122.48449475,545420.8209288255,4176846.95626929
restroom,37.79897,-122.39703,553083.5883861929,4183681.9030172494
restroom,37.75611926407427,-122.39696359457824,553120.0891537522,4178927.6762873144
drinking_water,37.71360481,-122.43296598,549977.2652480751,4174190.9351445357
restroom,37.75774134081306,-122.41510303771898,551521.0881371315,4179097.5010560877
restroom,37.71394326427549,-122.41637790217736,551439.0845432156,4174237.466915677
restroom,37.75706028122408,-122.4869080712594,545196.4564683766,4178984.8273350364
restroom,37.7665961,-122.4210799,550988.528132679,4180076.6536179245
drinking_water,37.72659366900007,-122.474493769,546308.973648377,4175610.6749841417
restroom,37.78501370787081,-122.4845445288129,545387.563690968,4182087.3731167098
restroom,37.80648339185096,-122.43453399335982,549776.7836429592,4184494.876960492
drinking_water,37.7464289,-122.43829271,549485.925222469,4177829.8841131073
drinking_water,37.76460916,-122.40948568,552011.0924294739,4179862.5870585926
restroom,37.80355247125704,-122.42124359250042,550948.733112297,4184176.853173197
drinking_water,37.719071,-122.393147,553482.9345449447,4174819.393198487
drinking_water,37.7406401,-122.43528428,549754.842484546,4177189.219830533
restroom,37.788483152167615,-122.44983022083372,548442.031706158,4182489.7225279165
restroom,37.790166,-122.388767,553817.4301813609,4182709.8255169285
restroom,37.76797548977512,-122.50181865799595,543876.5785454765,4180188.7574346364
drinking_water,37.74671,-122.38634,554062.7518579165,4177889.8121193605
drinking_water,37.76530923000001,-122.44029271,549297.1956386911,4179923.578527126
drinking_water,37.79101427,-122.42734389,550420.2323870017,4182782.4366430617
restroom,37.76823041384297,-122.46214572877334,547370.5749350492,4180236.3899713
drinking_water,37.769266,-122.385705,554102.2650585057,4180392.7473996663
restroom,37.78369098827751,-122.4511354376156,548330.2283082845,4181957.3598083844
drinking_water,37.79403249,-122.41743067,551290.9753033662,4183122.6991340755
drinking_water,37.76632519,-122.46658709,546980.6122488014,4180022.7677133884
restroom,37.71773927453103,-122.4701559768888,546696.792301214,4174630.4515548656
drinking_water,37.77256947,-122.46434064,547174.503757652,4180716.6945362897
restroom,37.801064242552535,-122.41063428491248,551884.434094856,4183906.620564483
drinking_water,37.7515012,-122.42887882,550311.8533279315,4178397.6686269674
drinking_water,37.75945608,-122.42710372,550462.8251564953,4179281.20933062
restroom,37.76376981288262,-122.43858249636833,549448.851857022,4179753.68435797
drinking_water,37.87944138,-119.8540079,776695.782327988,4197105.784957871
drinking_water,37.7759467,-122.42445426,550684.9446689817,4181112.2610744173
restroom,37.765187,-122.4083365,552111.9049072398,4179927.3374199765
restroom,37.784313315771854,-122.41181377502645,551792.2896981391,4182047.4573901664
drinking_water,37.7809272,-122.419371,551129.1708522087,4181667.6110780146
drinking_water,37.73177922000001,-122.3812578,554521.4421988794,4176236.2080607517
